	E1	E3	E5	E7	E8	F1	F3	F7	G3	G5	G7	G8	I1	I3	I5	I7	I8	P1	P3	P5	P7	S1	S3	S8
Aqu2.1.17405_001	0	3	0	7	1	0	0	0	11	7	3	1	1	11	26	0	1	0	24	5	0	0	2	1
Aqu2.1.17406_001	2	1	0	3	0	1	0	0	0	0	0	0	0	24	19	0	0	0	14	8	0	4	4	0
Aqu2.1.17407_001	3	25	9	77	6	15	2	1	80	13	10	2	4	37	177	13	10	2	14	11	2	41	22	9
Aqu2.1.17408_001	1	4	2	16	0	2	2	2	3	1	0	0	0	10	3	0	0	0	5	4	0	0	1	1
Aqu2.1.17409_001	3	6	2	13	2	2	2	1	2	2	9	2	12	7	4	49	2	68	11	2	3	13	8	0
Aqu2.1.17410_001	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	3	0	0	0	0
Aqu2.1.17411_001	0	1	0	8	0	1	0	0	0	2	0	0	1	4	4	0	0	1	3	0	0	1	0	0
Aqu2.1.17412_001	0	2	0	10	0	1	0	0	0	0	0	2	0	2	0	0	4	1	0	5	0	1	0	2
Aqu2.1.17413_001	0	0	1	3	0	1	0	0	2	8	2	1	1	9	1	0	1	0	13	0	2	0	1	3
Aqu2.1.17414_001	0	1	0	15	0	0	0	0	4	5	1	0	0	5	8	0	0	0	4	1	1	0	0	0
Aqu2.1.17415_001	0	1	0	5	1	5	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0
Aqu2.1.17416_001	0	1	0	18	1	1	0	0	1	0	1	0	4	6	2	0	1	0	3	0	0	2	6	0
Aqu2.1.17417_001	2	0	1	18	0	1	0	0	1	0	0	0	0	8	3	0	3	1	18	2	0	10	0	0
Aqu2.1.17418_001	1	1	0	14	0	3	0	2	3	1	1	2	4	9	15	1	2	0	2	4	1	1	0	0
Aqu2.1.17419_001	0	8	1	16	0	2	3	1	3	2	2	1	2	13	19	4	5	2	6	9	0	16	5	0
Aqu2.1.17420_001	181	191	687	1091	649	35	11	15	63	37	46	23	124	116	73	488	180	607	977	1167	1089	52	39	17
Aqu2.1.17421_001	0	1	0	3	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0
Aqu2.1.17422_001	1	1	1	5	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	1	0
Aqu2.1.17423_001	0	1	2	0	0	2	2	0	0	1	0	0	0	3	0	0	0	0	3	7	0	0	0	0
Aqu2.1.17424_001	1	3	3	7	0	14	2	1	2	3	5	1	1	16	45	1	0	0	31	24	8	3	0	1
Aqu2.1.17425_001	2	0	0	2	0	0	0	0	0	0	1	0	0	1	5	0	0	0	1	0	0	1	0	0
Aqu2.1.17426_001	0	1	0	2	0	1	0	0	3	0	0	0	2	7	28	0	0	0	9	6	0	0	1	0
Aqu2.1.17427_001	1	5	0	1	0	3	1	0	9	2	3	4	1	2	34	0	1	0	27	17	3	0	0	1
Aqu2.1.17428_001	0	1	2	1	0	1	0	0	0	0	0	0	0	1	3	0	2	0	7	0	1	3	1	1
Aqu2.1.17429_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.17430_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.17431_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.17432_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.17433_001	0	0	0	7	2	0	0	0	0	0	0	3	1	0	2	0	2	0	0	2	0	2	0	0
Aqu2.1.17434_001	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0
Aqu2.1.17435_001	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	1	2	0	0	0	0
Aqu2.1.17436_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.17437_001	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0
Aqu2.1.17438_001	0	2	0	2	0	1	0	2	2	5	0	1	1	3	4	2	4	0	23	5	3	0	0	1
Aqu2.1.17439_001	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	2	0	0	0	0	0
Aqu2.1.17440_001	0	3	0	1	0	3	4	0	0	2	1	0	0	13	1	0	0	0	1	1	0	0	0	0
Aqu2.1.17441_001	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
Aqu2.1.17442_001	3	16	8	68	2	12	7	6	20	1	5	9	10	38	51	1	12	7	42	24	8	25	6	4
Aqu2.1.17443_001	9	56	22	318	2	58	12	5	24	13	13	9	27	114	73	25	94	7	65	45	11	86	54	9
Aqu2.1.17444_001	1	0	0	9	1	3	0	6	18	3	0	2	8	18	84	0	2	0	32	35	2	11	0	1
Aqu2.1.17445_001	0	1	0	4	0	1	2	1	1	1	7	0	0	8	1	0	1	0	1	0	0	1	1	1
Aqu2.1.17446_001	2	6	2	17	0	16	6	1	25	6	5	10	2	21	62	1	5	2	34	23	8	6	3	3
Aqu2.1.17447_001	6	8	1	77	1	18	5	3	1	1	3	0	3	29	13	3	17	3	27	4	2	14	5	3
Aqu2.1.17448_001	1	2	1	0	0	3	0	0	21	5	2	3	0	1	6	1	1	0	3	4	1	2	1	1
Aqu2.1.17449_001	0	4	1	7	0	1	1	0	1	3	1	0	9	9	13	0	0	1	7	1	1	6	0	7
Aqu2.1.17450_001	1	0	1	14	0	2	0	0	0	2	0	0	2	5	3	0	0	0	7	2	0	0	0	0
Aqu2.1.17451_001	0	0	0	5	0	2	0	0	0	0	0	0	0	5	2	0	0	0	0	2	0	2	0	0
Aqu2.1.17452_001	0	0	1	3	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
Aqu2.1.17453_001	0	0	0	1	0	2	0	0	0	0	0	0	0	1	4	0	0	0	5	0	3	0	0	0
Aqu2.1.17454_001	0	0	7	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0
Aqu2.1.17455_001	1	0	3	2	0	0	0	0	0	0	0	0	0	1	3	0	2	0	1	0	0	0	0	0
Aqu2.1.17456_001	4	11	6	49	0	9	1	4	7	8	2	0	10	41	52	5	12	7	24	19	1	4	5	4
Aqu2.1.17457_001	1	2	0	4	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	2	1	3
Aqu2.1.17458_001	1	7	6	23	0	4	2	8	1	4	3	3	1	13	18	1	8	1	15	11	0	6	5	4
Aqu2.1.17459_001	0	2	9	21	0	3	4	2	2	1	8	0	2	11	9	2	2	1	11	3	0	2	0	5
Aqu2.1.17460_001	1	1	1	8	0	5	0	1	1	1	1	0	1	3	6	0	1	0	23	6	5	9	2	11
Aqu2.1.17461_001	9	15	12	62	2	12	2	5	1	4	5	5	10	33	68	2	15	1	29	20	8	21	7	11
Aqu2.1.17462_001	2	4	0	35	1	10	4	0	8	2	5	3	3	20	55	1	6	2	24	17	1	11	4	7
Aqu2.1.17463_001	19	55	30	209	23	64	8	22	61	45	23	9	59	150	215	55	35	9	118	107	26	87	25	30
Aqu2.1.17464_001	3	1	1	0	0	1	0	0	2	0	0	1	3	1	1	0	0	0	0	1	0	0	0	1
Aqu2.1.17465_001	3	6	0	13	0	3	1	1	5	3	1	2	6	8	8	0	4	0	13	5	0	2	3	2
Aqu2.1.17466_001	0	0	0	4	1	5	0	1	0	2	0	1	0	3	9	1	1	1	11	4	0	1	1	2
Aqu2.1.17467_001	0	1	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7	3	0	2
Aqu2.1.17468_001	1	1	1	3	0	0	0	0	0	1	0	0	0	13	1	0	0	3	1	12	0	1	0	0
Aqu2.1.17469_001	0	0	0	8	1	2	5	1	0	1	0	0	1	4	9	0	4	0	0	7	0	0	0	1
Aqu2.1.17470_001	0	0	0	2	0	2	1	1	0	0	0	0	0	0	2	0	1	0	1	3	0	2	0	0
Aqu2.1.17471_001	0	0	0	1	1	0	0	0	0	0	0	0	0	2	10	0	0	2	8	3	0	0	0	0
Aqu2.1.17472_001	0	0	0	2	0	3	0	1	9	2	0	0	6	26	5	2	6	0	8	0	0	0	0	0
Aqu2.1.17473_001	0	0	0	4	1	2	0	0	0	1	0	0	0	4	0	1	0	0	0	8	0	2	1	1
Aqu2.1.17474_001	0	2	1	3	0	0	0	0	6	3	0	1	0	11	28	0	0	2	8	6	4	0	0	2
Aqu2.1.17475_001	1	0	1	6	0	3	0	0	4	0	0	0	0	1	4	3	0	0	3	0	0	3	4	0
Aqu2.1.17476_001	1	1	0	6	0	1	1	0	0	0	1	0	0	6	3	0	1	22	8	3	1	1	2	0
Aqu2.1.17477_001	2	0	2	4	1	0	0	1	0	0	3	2	0	5	18	0	4	2	2	3	0	10	0	5
Aqu2.1.17478_001	1	7	0	48	1	7	0	0	8	6	0	6	1	14	7	1	7	2	7	6	2	10	2	6
Aqu2.1.17479_001	3	4	4	22	3	4	1	2	11	3	3	2	13	18	17	6	13	7	9	3	4	14	9	6
Aqu2.1.17480_001	2	3	5	10	2	0	1	0	3	1	0	0	2	4	3	3	1	7	10	5	2	2	1	2
Aqu2.1.17481_001	3	5	6	20	10	12	5	2	10	11	5	3	9	21	19	25	5	24	53	17	23	10	5	2
Aqu2.1.17482_001	0	1	0	11	0	7	1	0	0	1	0	0	0	7	0	0	0	0	2	1	0	8	0	1
Aqu2.1.17483_001	7	13	22	77	10	26	3	16	17	3	5	5	14	42	34	10	24	19	41	32	20	41	10	13
Aqu2.1.17484_001	2	15	5	22	7	14	1	0	10	1	2	7	6	20	17	2	3	41	14	11	3	28	6	2
Aqu2.1.17485_001	2	0	3	10	2	5	0	0	7	3	2	0	0	8	1	3	0	4	9	0	0	5	1	0
Aqu2.1.17486_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.17487_001	1	10	0	1	0	0	0	0	1	0	9	0	0	2	0	1	0	2	0	3	0	0	0	0
Aqu2.1.17488_001	1	3	1	1	3	1	0	0	0	2	0	0	0	6	0	0	0	1	1	0	0	3	0	0
Aqu2.1.17489_001	0	2	3	19	3	14	1	2	1	2	1	0	0	15	6	5	6	11	14	6	3	8	1	4
Aqu2.1.17490_001	3	7	4	13	1	1	0	6	1	4	0	2	0	10	2	5	11	10	7	14	6	4	3	2
Aqu2.1.17491_001	1	1	4	4	1	2	0	1	1	0	0	1	0	5	2	1	14	3	3	0	0	3	2	1
Aqu2.1.17492_001	22	34	23	42	16	15	8	6	31	15	19	9	23	60	34	63	22	28	69	39	37	18	9	11
Aqu2.1.17493_001	0	0	0	24	1	1	1	1	3	0	6	0	4	15	15	1	1	0	7	1	0	6	0	1
Aqu2.1.17494_001	0	3	2	15	1	6	3	2	6	8	7	0	1	7	14	2	10	9	13	7	3	23	3	1
Aqu2.1.17495_001	3	4	3	9	0	3	2	1	4	1	2	0	1	6	7	1	2	8	2	3	1	17	1	7
Aqu2.1.17496_001	1	2	7	12	1	6	0	1	2	8	2	0	1	6	4	4	4	26	11	7	9	1	4	0
Aqu2.1.17497_001	11	4	3	15	6	1	3	3	24	15	4	2	1	14	12	33	17	15	18	0	12	18	4	1
Aqu2.1.17498_001	2	1	0	2	0	0	3	0	4	0	3	0	2	4	7	0	2	2	1	1	1	4	0	2
Aqu2.1.17499_001	3	9	6	10	5	2	1	0	2	2	1	0	0	8	5	8	1	21	13	12	10	2	1	3
Aqu2.1.17500_001	2	2	4	18	0	10	0	4	5	2	1	0	3	0	0	7	4	6	5	3	2	14	0	0
Aqu2.1.17501_001	0	2	6	8	1	0	0	0	1	1	0	0	1	0	2	1	0	0	1	1	0	0	0	1
Aqu2.1.17502_001	0	3	0	8	1	0	2	1	1	1	0	1	4	4	3	1	5	3	0	1	0	2	0	8
Aqu2.1.17503_001	5	1	0	4	2	8	5	4	2	5	0	2	2	11	9	1	1	2	6	0	0	11	3	6
Aqu2.1.17504_001	2	1	0	4	1	0	1	0	5	0	0	0	1	8	4	2	3	1	4	3	0	13	2	1
Aqu2.1.17505_001	12	11	15	35	15	6	1	3	59	3	5	2	4	14	8	24	12	45	64	15	11	79	5	1
Aqu2.1.17506_001	1	4	0	2	0	3	0	0	0	0	0	1	0	5	1	0	0	0	2	0	0	0	1	0
Aqu2.1.17507_001	2	0	0	8	0	3	1	2	1	1	0	0	2	12	0	0	3	2	6	1	1	6	1	1
Aqu2.1.17508_001	0	3	1	26	0	9	0	7	7	2	1	0	0	8	6	4	12	2	9	4	1	6	4	0
Aqu2.1.17509_001	0	1	0	3	0	0	1	1	1	0	0	0	0	2	13	0	2	0	0	2	0	2	0	1
Aqu2.1.17510_001	1	1	0	16	0	2	0	0	0	2	0	0	0	1	1	0	1	0	3	3	0	1	0	0
Aqu2.1.17511_001	0	2	0	5	0	1	2	0	2	4	1	0	0	2	13	0	1	0	7	5	0	1	0	0
Aqu2.1.17512_001	2	12	0	7	0	1	0	0	6	6	2	3	1	10	16	0	1	1	9	14	4	4	2	0
Aqu2.1.17513_001	0	1	0	5	0	5	0	0	0	1	0	1	0	26	2	0	0	0	1	0	0	1	0	0
Aqu2.1.17514_001	0	3	0	3	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0
Aqu2.1.17515_001	0	6	0	5	1	0	0	0	8	0	1	4	1	4	13	0	1	0	0	7	0	0	0	0
Aqu2.1.17516_001	0	1	1	6	0	0	0	1	4	3	2	0	0	26	51	0	1	0	14	1	2	6	0	2
Aqu2.1.17517_001	0	4	0	8	0	0	0	1	1	1	0	1	2	0	1	0	1	3	7	0	0	0	1	0
Aqu2.1.17518_001	0	3	0	4	0	1	0	0	1	6	2	1	0	1	11	0	3	0	1	0	4	2	2	1
Aqu2.1.17519_001	0	5	2	8	2	2	3	0	15	5	8	1	7	15	16	6	2	12	15	10	10	12	2	3
Aqu2.1.17520_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.17521_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.17522_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.17523_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.17524_001	1	15	5	50	2	10	7	2	6	8	1	0	4	18	18	4	4	12	27	18	11	7	1	9
Aqu2.1.17525_001	0	23	3	18	1	5	0	0	150	6	20	28	26	30	149	14	5	1	56	37	4	24	3	6
Aqu2.1.17526_001	1	8	7	26	0	16	2	1	34	8	2	1	2	38	63	4	14	3	21	14	1	11	2	12
Aqu2.1.17527_001	0	5	1	1	0	0	0	0	11	0	0	0	0	0	17	0	0	0	1	5	0	3	0	0
Aqu2.1.17528_001	0	0	0	4	0	2	0	0	9	1	2	2	2	0	4	0	1	0	11	2	1	0	0	1
Aqu2.1.17529_001	0	3	0	0	0	0	0	0	3	0	1	0	0	0	2	0	0	8	4	1	0	1	1	0
Aqu2.1.17530_001	0	6	1	56	1	2	0	2	35	9	4	4	12	22	101	5	10	3	37	43	8	29	7	5
Aqu2.1.17531_001	4	4	2	33	0	11	5	1	47	4	2	5	8	19	74	0	6	2	13	28	4	10	1	7
Aqu2.1.17532_001	1	5	1	20	6	6	4	2	8	3	1	2	6	22	11	19	3	11	32	15	11	3	4	2
Aqu2.1.17533_001	0	4	0	6	0	2	0	0	0	3	0	0	0	5	2	0	1	0	1	6	1	2	1	0
Aqu2.1.17534_001	0	13	1	21	0	7	1	2	8	5	2	2	11	19	30	1	5	2	10	13	3	10	4	6
Aqu2.1.17535_001	1	19	13	40	6	6	13	1	2	5	12	3	29	36	111	1	6	2	33	4	1	14	0	8
Aqu2.1.17536_001	6	20	19	78	1	22	15	7	52	10	13	6	28	83	287	7	8	2	33	29	20	18	2	11
Aqu2.1.17537_001	0	3	0	5	0	0	0	1	0	0	0	1	0	4	30	0	1	0	8	2	1	3	1	1
Aqu2.1.17538_001	10	14	6	114	3	18	2	9	51	12	11	3	31	54	62	6	14	14	44	22	5	24	4	9
Aqu2.1.17539_001	0	2	0	2	1	1	0	0	6	1	0	0	0	2	4	0	2	1	0	2	1	0	2	0
Aqu2.1.17540_001	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Aqu2.1.17541_001	26	54	84	112	104	26	9	8	61	25	15	12	40	58	23	226	32	309	198	169	183	79	11	6
Aqu2.1.17542_001	4	7	0	14	0	5	2	1	1	0	1	0	1	10	2	0	6	2	7	11	0	6	1	1
Aqu2.1.17543_001	2	11	7	55	3	12	0	0	5	7	4	5	7	29	59	11	6	3	6	34	5	10	3	13
Aqu2.1.17544_001	0	7	0	3	0	20	0	1	37	1	3	2	10	16	35	0	4	0	39	19	0	1	0	0
Aqu2.1.17545_001	0	7	0	12	0	4	6	2	23	6	3	4	3	17	27	0	2	0	22	10	2	1	2	1
Aqu2.1.17546_001	0	2	0	3	0	3	0	1	8	3	9	1	5	8	20	0	0	1	16	5	2	3	3	0
Aqu2.1.17547_001	1	3	0	3	0	11	0	0	32	1	2	0	8	31	35	1	4	3	23	6	0	1	0	2
Aqu2.1.17548_001	14	21	10	213	4	44	14	14	49	16	23	17	19	116	126	19	46	36	58	42	7	68	37	49
Aqu2.1.17549_001	1	14	1	8	0	11	1	1	2	1	1	2	2	16	49	1	4	4	3	1	0	8	2	3
Aqu2.1.17550_001	13	7	1	35	1	3	1	0	38	1	7	1	9	22	42	7	3	2	23	32	5	8	1	3
Aqu2.1.17551_001	4	7	11	25	2	7	0	1	28	7	3	0	6	22	48	2	10	1	15	7	5	11	1	10
Aqu2.1.17552_001	2	3	2	28	0	13	0	2	78	10	5	0	22	30	132	2	21	2	20	16	2	3	2	0
Aqu2.1.17553_001	0	0	0	1	0	0	0	0	0	0	0	4	0	2	2	0	0	1	1	2	0	1	0	0
Aqu2.1.17554_001	0	1	1	0	0	1	0	0	2	5	0	1	0	1	1	0	0	3	0	2	0	1	0	0
Aqu2.1.17555_001	0	2	4	6	0	4	0	2	15	1	2	0	4	6	15	1	0	4	3	3	1	3	7	3
Aqu2.1.17556_001	0	11	0	29	0	0	0	0	2	0	0	0	0	1	6	0	1	0	8	0	0	2	0	0
Aqu2.1.17557_001	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	2	0	0
Aqu2.1.17558_001	0	0	0	1	0	5	0	0	6	3	4	5	0	3	31	1	0	0	31	7	3	0	0	0
Aqu2.1.17559_001	1	7	5	18	6	9	0	3	2	1	0	0	1	32	3	3	9	8	18	8	1	9	2	2
Aqu2.1.17560_001	2	24	21	129	0	32	2	1	8	5	12	4	7	31	38	6	33	2	35	4	6	39	12	4
Aqu2.1.17561_001	0	0	0	1	0	3	0	0	0	0	0	0	1	1	10	4	0	0	2	1	0	0	1	0
Aqu2.1.17562_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Aqu2.1.17563_001	0	4	0	0	0	0	0	0	28	0	0	4	9	10	247	1	0	0	16	16	0	8	1	1
Aqu2.1.17564_001	1	1	4	11	2	4	1	1	4	12	1	1	0	10	2	1	5	0	7	9	0	1	1	0
Aqu2.1.17565_001	0	0	0	2	0	1	0	0	3	2	0	1	0	8	13	5	1	0	4	4	0	0	0	1
Aqu2.1.17566_001	1	9	9	24	1	5	1	3	1	8	5	2	0	6	13	1	0	2	6	4	0	4	1	1
Aqu2.1.17567_001	4	3	5	14	11	1	0	0	2	1	0	0	0	3	1	6	1	4	11	2	6	3	0	1
Aqu2.1.17568_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.17569_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.17570_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.17571_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.17572_001	0	4	5	45	0	19	1	2	2	3	4	0	0	15	32	0	4	0	18	8	2	9	2	2
Aqu2.1.17573_001	1	2	0	4	0	1	0	0	10	1	0	3	24	19	60	1	0	1	12	8	0	0	0	0
Aqu2.1.17574_001	7	9	4	34	2	11	1	1	42	3	5	8	1	75	51	1	10	2	40	11	9	11	0	3
Aqu2.1.17575_001	0	1	1	1	0	0	0	0	3	1	0	0	0	1	8	1	2	0	3	1	0	1	2	0
Aqu2.1.17576_001	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Aqu2.1.17577_001	0	1	0	11	0	0	0	0	3	0	0	0	0	12	2	0	0	0	0	1	0	3	2	1
Aqu2.1.17578_001	0	3	2	20	0	2	0	0	3	0	0	0	2	7	8	0	2	0	10	2	4	4	0	3
Aqu2.1.17579_001	1	2	2	16	0	0	0	0	1	0	0	0	1	5	0	0	1	1	1	1	0	1	0	0
Aqu2.1.17580_001	0	0	1	14	2	1	2	4	13	1	0	4	2	14	5	2	1	7	10	3	7	24	3	3
Aqu2.1.17581_001	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.17582_001	0	0	0	5	0	0	0	0	0	0	2	2	0	6	2	0	1	0	12	6	0	2	1	0
Aqu2.1.17583_001	0	0	0	0	1	0	0	0	0	0	1	1	1	1	2	0	0	1	9	0	0	0	0	0
Aqu2.1.17584_001	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0
Aqu2.1.17585_001	1	1	1	1	0	9	0	0	0	4	0	0	0	1	8	1	2	0	7	11	0	1	0	0
Aqu2.1.17586_001	0	0	0	0	0	0	0	0	0	1	7	0	0	0	1	0	0	0	0	0	1	0	0	0
Aqu2.1.17587_001	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	2	0	1	3	0	0	0	0
Aqu2.1.17588_001	0	6	0	11	0	8	0	0	4	1	1	1	3	31	68	0	1	1	21	5	5	22	0	1
Aqu2.1.17589_001	0	1	1	5	0	3	1	0	0	10	0	8	2	6	7	1	1	1	27	12	1	1	0	0
Aqu2.1.17590_001	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Aqu2.1.17591_001	0	4	0	5	0	9	0	0	9	15	11	2	1	0	7	0	2	1	39	9	2	15	0	3
Aqu2.1.17592_001	0	0	0	3	0	0	1	0	4	0	1	0	1	2	4	0	0	1	15	0	6	0	0	0
Aqu2.1.17593_001	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
Aqu2.1.17594_001	0	1	3	13	0	4	1	0	0	2	0	0	4	2	5	0	0	0	9	3	0	1	0	0
Aqu2.1.17595_001	0	1	0	7	0	0	1	4	0	0	0	0	0	3	1	0	2	0	9	0	0	0	1	1
Aqu2.1.17596_001	6	7	3	14	0	0	1	1	15	5	2	3	4	13	9	3	5	9	18	4	6	30	4	7
Aqu2.1.17597_001	0	0	1	8	0	13	0	1	44	3	0	53	30	95	126	7	5	8	6	16	1	14	9	1
Aqu2.1.17598_001	0	4	0	11	1	1	1	0	1	2	2	8	0	6	32	0	5	0	29	3	0	2	2	0
Aqu2.1.17599_001	0	8	5	30	0	18	4	1	11	10	3	1	5	22	16	12	3	0	11	3	0	14	2	7
Aqu2.1.17600_001	0	1	0	8	0	0	0	1	4	1	1	1	2	5	4	0	1	0	9	5	0	6	1	0
Aqu2.1.17601_001	0	2	1	11	0	0	0	1	1	0	0	0	3	3	1	0	0	0	0	0	1	1	0	0
Aqu2.1.17602_001	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	2	0	1	2	0	0	0	0
Aqu2.1.17603_001	3	6	2	44	1	7	2	5	77	5	4	3	12	42	120	17	12	14	31	26	3	22	6	9
Aqu2.1.17604_001	2	1	0	8	0	0	0	0	0	0	3	0	2	12	5	0	3	0	10	1	2	6	0	0
Aqu2.1.17605_001	0	4	0	2	0	2	4	1	2	21	2	12	5	18	13	0	0	0	38	20	7	1	2	1
Aqu2.1.17606_001	0	2	1	11	0	0	0	2	0	0	0	1	0	4	11	0	0	0	2	1	0	0	9	1
Aqu2.1.17607_001	0	5	2	21	0	3	0	2	3	3	2	1	0	15	26	0	2	0	26	14	4	8	0	2
Aqu2.1.17608_001	0	1	0	14	0	0	1	0	2	3	2	0	2	4	12	1	2	1	0	2	0	6	1	2
Aqu2.1.17609_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.17610_001	0	0	0	3	0	1	0	0	0	1	0	0	0	1	2	0	1	0	0	1	0	0	0	0
Aqu2.1.17611_001	0	0	0	2	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	1	0	1	0	0
Aqu2.1.17612_001	0	10	0	0	0	4	0	0	2	10	0	0	0	2	6	9	9	0	16	2	0	0	0	0
Aqu2.1.17613_001	3	9	0	19	0	4	0	0	0	2	0	1	0	1	3	0	1	6	14	12	1	0	1	0
Aqu2.1.17614_001	7	8	3	34	0	8	0	1	6	7	2	0	9	16	14	0	8	3	15	11	6	10	4	10
Aqu2.1.17615_001	4	10	11	38	0	7	5	5	6	10	8	1	6	15	18	0	5	23	8	15	2	13	1	5
Aqu2.1.17616_001	0	0	0	6	0	13	2	0	26	2	1	1	3	5	46	4	3	1	11	19	0	1	2	0
Aqu2.1.17617_001	0	0	0	9	0	5	1	0	0	1	3	0	3	2	17	0	0	1	12	2	0	0	0	1
Aqu2.1.17618_001	0	1	0	2	1	5	0	0	2	0	0	0	2	3	19	1	1	0	19	6	1	0	1	0
Aqu2.1.17619_001	1	5	1	15	2	4	0	4	17	4	14	8	2	10	139	1	4	4	24	34	9	5	1	2
Aqu2.1.17620_001	3	2	0	13	0	2	0	1	0	4	1	0	1	13	43	6	2	0	26	8	2	4	1	2
Aqu2.1.17621_001	0	0	0	12	0	0	0	0	1	0	0	0	2	4	4	4	2	0	9	2	0	1	0	0
Aqu2.1.17622_001	4	1	2	5	0	0	0	0	2	3	0	0	1	9	11	0	1	3	0	2	0	12	0	1
Aqu2.1.17623_001	0	0	0	4	0	10	0	1	1	1	0	0	6	3	3	1	0	1	3	1	0	3	0	1
Aqu2.1.17624_001	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	12	9	1	1	0	0
Aqu2.1.17625_001	0	0	0	1	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	1
Aqu2.1.17626_001	0	1	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0	7	2	4	0	0	0
Aqu2.1.17627_001	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Aqu2.1.17628_001	0	2	1	13	0	1	0	1	3	0	1	0	1	3	3	0	2	1	3	0	1	1	1	0
Aqu2.1.17629_001	0	1	0	0	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0
Aqu2.1.17630_001	1	4	0	4	0	3	0	0	0	0	0	1	1	1	8	1	2	1	5	1	1	1	1	2
Aqu2.1.17631_001	0	3	6	13	0	2	5	1	5	1	1	0	0	8	3	0	8	0	13	2	0	1	0	0
Aqu2.1.17632_001	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
